entrez_id,name,locus_group,locus_type,location,gene_family,gene_family_id,id,Start Chromossome,Start Chromossome Arm,Start Chromossome Loc,Start Chromossome SubLoc,End Chromossome Arm,End Chromossome Loc,End Chromossome SubLoc
9546.0,amyloid beta precursor protein binding family A member 3,protein-coding gene,gene with protein product,19p13.3,PDZ domain containing,1220,580,19,p,13,3,,,
322.0,amyloid beta precursor protein binding family B member 1,protein-coding gene,gene with protein product,11p15,,,581,11,p,15,,,,
323.0,amyloid beta precursor protein binding family B member 2,protein-coding gene,gene with protein product,4p13,,,582,4,p,13,,,,
324.0,adenomatous polyposis coli,protein-coding gene,gene with protein product,5q21-q22,Armadillo repeat containing|Protein phosphatase 1 regulatory subunits,409|694,583,5,q,21,,q,,
327.0,acylaminoacyl-peptide hydrolase,protein-coding gene,gene with protein product,3p21,,,586,3,p,21,,,,
328.0,apurinic/apyrimidinic endodeoxyribonuclease 1,protein-coding gene,gene with protein product,14q11.2,,,587,14,q,11,2,,,
642812.0,apoptosis inhibitor 5 pseudogene 1,pseudogene,pseudogene,Xq24,,,595,24,,24,,,,
333.0,amyloid beta precursor like protein 1,protein-coding gene,gene with protein product,19q13.12,,,597,19,q,13,12,,,
334.0,amyloid beta precursor like protein 2,protein-coding gene,gene with protein product,11q24,,,598,11,q,24,,,,
339.0,apolipoprotein B mRNA editing enzyme catalytic subunit 1,protein-coding gene,gene with protein product,12p13.1,Apolipoprotein B mRNA editing enzyme catalytic subunits,406,604,12,p,13,1,,,
341.0,apolipoprotein C-I,protein-coding gene,gene with protein product,19q13.2,Apolipoproteins,405,607,19,q,13,2,,,
348.0,apolipoprotein E,protein-coding gene,gene with protein product,19q13.31,Apolipoproteins,405,613,19,q,13,31,,,
10513.0,amyloid beta precursor protein binding protein 2,protein-coding gene,gene with protein product,17q23.2,,,622,17,q,23,2,,,
358.0,aquaporin 1 (Colton blood group),protein-coding gene,gene with protein product,7p14,Aquaporins|Blood group antigens,305|454,633,7,p,14,,,,
359.0,aquaporin 2,protein-coding gene,gene with protein product,12q13.12,Aquaporins,305,634,12,q,13,12,,,
360.0,aquaporin 3 (Gill blood group),protein-coding gene,gene with protein product,9p13,Aquaporins|Blood group antigens,305|454,636,9,p,13,,,,
361.0,aquaporin 4,protein-coding gene,gene with protein product,18q11.2-q12.1,Aquaporins,305,637,18,q,11,2,q,12,1
363.0,aquaporin 6,protein-coding gene,gene with protein product,12q13,Aquaporins,305,639,12,q,13,,,,
364.0,aquaporin 7,protein-coding gene,gene with protein product,9p13,Aquaporins,305,640,9,p,13,,,,
343.0,aquaporin 8,protein-coding gene,gene with protein product,16p12,Aquaporins,305,642,16,p,12,,,,
366.0,aquaporin 9,protein-coding gene,gene with protein product,15q,Aquaporins,305,643,15,q,,,,,
653437.0,aquaporin 12B,protein-coding gene,gene with protein product,2q37.3,Aquaporins,305,6096,2,q,37,3,,,
367.0,androgen receptor,protein-coding gene,gene with protein product,Xq12,Nuclear hormone receptors,71,644,12,,12,,,,
23237.0,activity-regulated cytoskeleton-associated protein,protein-coding gene,gene with protein product,8q24.3,,,648,8,q,24,3,,,
372.0,archain 1,protein-coding gene,gene with protein product,11q23.3,,,649,11,q,23,3,,,
375.0,ADP ribosylation factor 1,protein-coding gene,gene with protein product,1q42.13,ARF GTPase family|Endogenous ligands,357|542,652,1,q,42,13,,,
377.0,ADP ribosylation factor 3,protein-coding gene,gene with protein product,12q13.12,ARF GTPase family,357,654,12,q,13,12,,,
378.0,ADP ribosylation factor 4,protein-coding gene,gene with protein product,3p14.3,ARF GTPase family,357,655,3,p,14,3,,,
380.0,ADP ribosylation factor 4 pseudogene 1,pseudogene,pseudogene,9q34.2,,,657,9,q,34,2,,,
381.0,ADP ribosylation factor 5,protein-coding gene,gene with protein product,7q31.3,ARF GTPase family,357,658,7,q,31,3,,,
382.0,ADP ribosylation factor 6,protein-coding gene,gene with protein product,14q21.3,ARF GTPase family,357,659,14,q,21,3,,,
384.0,arginase 2,protein-coding gene,gene with protein product,14q24.1,,,664,14,q,24,1,,,
392.0,Rho GTPase activating protein 1,protein-coding gene,gene with protein product,11p11.2,Rho GTPase activating proteins,721,673,11,p,11,2,,,
394.0,Rho GTPase activating protein 5,protein-coding gene,gene with protein product,14q12,Rho GTPase activating proteins,721,675,14,q,12,,,,
23779.0,Rho GTPase activating protein 8,protein-coding gene,gene with protein product,22q13.3,Rho GTPase activating proteins,721,677,22,q,13,3,,,
115703.0,Rho GTPase activating protein 33,protein-coding gene,gene with protein product,19q13.13,Rho GTPase activating proteins,721,23085,19,q,13,13,,,
2909.0,Rho GTPase activating protein 35,protein-coding gene,gene with protein product,19q13.32,Rho GTPase activating proteins,721,4591,19,q,13,32,,,
396.0,Rho GDP dissociation inhibitor alpha,protein-coding gene,gene with protein product,17q25.3,,,678,17,q,25,3,,,
9181.0,Rho/Rac guanine nucleotide exchange factor 2,protein-coding gene,gene with protein product,1q21-q22,Pleckstrin homology domain containing|Rho guanine nucleotide exchange factors,682|722,682,1,q,21,,q,,
50650.0,Rho guanine nucleotide exchange factor 3,protein-coding gene,gene with protein product,3p14.3,Rho guanine nucleotide exchange factors,722,683,3,p,14,3,,,
403.0,ADP ribosylation factor like GTPase 3,protein-coding gene,gene with protein product,10q23.3,ARF GTPase family,357,694,10,q,23,3,,,
10124.0,ADP ribosylation factor like GTPase 4A,protein-coding gene,gene with protein product,7p21.3,ARF GTPase family,357,695,7,p,21,3,,,
100288702.0,ADP ribosylation factor like GTPase 6 interacting protein 1 pseudogene 1,pseudogene,pseudogene,14q11.2,,,23178,14,q,11,2,,,
80117.0,ADP ribosylation factor like GTPase 14,protein-coding gene,gene with protein product,3q25.33,ARF GTPase family,357,22974,3,q,25,33,,,
406.0,aryl hydrocarbon receptor nuclear translocator like,protein-coding gene,gene with protein product,11p15,Basic helix-loop-helix proteins,420,701,11,p,15,,,,
10094.0,actin related protein 2/3 complex subunit 3,protein-coding gene,gene with protein product,12q24,Actin related protein 2/3 complex,39,706,12,q,24,,,,
10092.0,actin related protein 2/3 complex subunit 5,protein-coding gene,gene with protein product,1q,Actin related protein 2/3 complex,39,708,1,q,,,,,
407.0,arrestin 3 retinal (X-arrestin),protein-coding gene,gene with protein product,Xq13.1,Arrestins,1241,710,13,,13,1,,,
409.0,arrestin beta 2,protein-coding gene,gene with protein product,17p13,Arrestins,1241,712,17,p,13,,,,
410.0,arylsulfatase A,protein-coding gene,gene with protein product,22q13.33,Sulfatases,410,713,22,q,13,33,,,
414.0,arylsulfatase D,protein-coding gene,gene with protein product,Xp22.3,Sulfatases,410,717,22,,22,3,,,
10034.0,arylsulfatase D pseudogene 1,pseudogene,pseudogene,Yq11.21,,,718,11,,11,21,,,
10033.0,arylsulfatase E pseudogene 1,pseudogene,pseudogene,Yq11.21,,,720,11,,11,21,,,
416.0,arylsulfatase F,protein-coding gene,gene with protein product,Xp22.3,Sulfatases,410,721,22,,22,3,,,
420.0,ADP-ribosyltransferase 4 (Dombrock blood group),protein-coding gene,gene with protein product,12q13.2-q13.3,Blood group antigens|CD molecules,454|471,726,12,q,13,2,q,13,3
9048.0,artemin,protein-coding gene,gene with protein product,1p34.1,Endogenous ligands,542,727,1,p,34,1,,,
421.0,armadillo repeat gene deleted in velocardiofacial syndrome,protein-coding gene,gene with protein product,22q11.21,Armadillo repeat containing,409,728,22,q,11,21,,,
427.0,N-acylsphingosine amidohydrolase (acid ceramidase) 1,protein-coding gene,gene with protein product,8p22,,,735,8,p,22,,,,
653308.0,N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2B,protein-coding gene,gene with protein product,10q11.23,,,23456,10,q,11,23,,,
50807.0,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1",protein-coding gene,gene with protein product,8q24.1-q24.2,ArfGAPs|Ankyrin repeat domain containing|Pleckstrin homology domain containing,395|403|682,2720,8,q,24,1,q,24,2
56676.0,achaete-scute family bHLH transcription factor 3,protein-coding gene,gene with protein product,11p15.3,Basic helix-loop-helix proteins,420,740,11,p,15,3,,,
41.0,acid sensing ion channel subunit 1,protein-coding gene,gene with protein product,12q12,Acid sensing ion channel subunits,290,100,12,q,12,,,,
9311.0,acid sensing ion channel subunit 3,protein-coding gene,gene with protein product,7q35,Acid sensing ion channel subunits,290,101,7,q,35,,,,
434.0,agouti signaling protein,protein-coding gene,gene with protein product,20q11.2-q12,,,745,20,q,11,2,q,,
435.0,argininosuccinate lyase,protein-coding gene,gene with protein product,7q11.21,,,746,7,q,11,21,,,
440.0,asparagine synthetase (glutamine-hydrolyzing),protein-coding gene,gene with protein product,7q21.3,,,753,7,q,21,3,,,
444.0,aspartate beta-hydroxylase,protein-coding gene,gene with protein product,8q12.1,,,757,8,q,12,1,,,
442167.0,argininosuccinate synthetase 1 pseudogene 1,pseudogene,pseudogene,6p22.3,,,759,6,p,22,3,,,
449.0,argininosuccinate synthetase 1 pseudogene 4,pseudogene,pseudogene,Xp22.33,,,767,22,,22,33,,,
450.0,argininosuccinate synthetase 1 pseudogene 5,pseudogene,pseudogene,Xq23,,,768,23,,23,,,,
455.0,argininosuccinate synthetase 1 pseudogene 10,pseudogene,pseudogene,5q32,,,760,5,q,32,,,,
340274.0,argininosuccinate synthetase 1 pseudogene 11,pseudogene,pseudogene,7p15.3,,,761,7,p,15,3,,,
392302.0,argininosuccinate synthetase 1 pseudogene 12,pseudogene,pseudogene,9p13.3,,,762,9,p,13,3,,,
460.0,astrotactin 1,protein-coding gene,gene with protein product,1q25.2,,,773,1,q,25,2,,,
136991.0,"ankyrin repeat, SAM and basic leucine zipper domain containing 1",protein-coding gene,gene with protein product,7q31.2,Ankyrin repeat domain containing|Sterile alpha motif (SAM) domain containing,403|760,1350,7,q,31,2,,,
85300.0,"ataxia, cerebellar, Cayman type",protein-coding gene,gene with protein product,19p13.3,,,779,19,p,13,3,,,
466.0,activating transcription factor 1,protein-coding gene,gene with protein product,12q13,Basic leucine zipper proteins,506,783,12,q,13,,,,
1386.0,activating transcription factor 2,protein-coding gene,gene with protein product,2q32,Basic leucine zipper proteins,506,784,2,q,32,,,,
467.0,activating transcription factor 3,protein-coding gene,gene with protein product,1q32.3,Basic leucine zipper proteins,506,785,1,q,32,3,,,
22809.0,activating transcription factor 5,protein-coding gene,gene with protein product,19q13.33,Basic leucine zipper proteins,506,790,19,q,13,33,,,
23130.0,autophagy related 2A,protein-coding gene,gene with protein product,11q13.1,Autophagy related,1022,29028,11,q,13,1,,,
9776.0,autophagy related 13,protein-coding gene,gene with protein product,11p11.2,Autophagy related,1022,29091,11,p,11,2,,,
471.0,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,protein-coding gene,gene with protein product,2q35,,,794,2,q,35,,,,
1822.0,atrophin 1,protein-coding gene,gene with protein product,12p13.31,,,3033,12,p,13,31,,,
476.0,ATPase Na+/K+ transporting subunit alpha 1,protein-coding gene,gene with protein product,1p13,ATPase Na+/K+ transporting subunits,1208,799,1,p,13,,,,
477.0,ATPase Na+/K+ transporting subunit alpha 2,protein-coding gene,gene with protein product,1q23.2,ATPase Na+/K+ transporting subunits,1208,800,1,q,23,2,,,
478.0,ATPase Na+/K+ transporting subunit alpha 3,protein-coding gene,gene with protein product,19q13.2,ATPase Na+/K+ transporting subunits,1208,801,19,q,13,2,,,
482.0,ATPase Na+/K+ transporting subunit beta 2,protein-coding gene,gene with protein product,17p13.1,ATPase Na+/K+ transporting subunits,1208,805,17,p,13,1,,,
487.0,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1,protein-coding gene,gene with protein product,16p12.1,ATPases Ca2+ transporting,1209,811,16,p,12,1,,,
489.0,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3,protein-coding gene,gene with protein product,17p13.3,ATPases Ca2+ transporting,1209,813,17,p,13,3,,,
490.0,ATPase plasma membrane Ca2+ transporting 1,protein-coding gene,gene with protein product,12q21.33,ATPases Ca2+ transporting,1209,814,12,q,21,33,,,
491.0,ATPase plasma membrane Ca2+ transporting 2,protein-coding gene,gene with protein product,3p25.3,ATPases Ca2+ transporting,1209,815,3,p,25,3,,,
492.0,ATPase plasma membrane Ca2+ transporting 3,protein-coding gene,gene with protein product,Xq28,ATPases Ca2+ transporting,1209,816,28,,28,,,,
493.0,ATPase plasma membrane Ca2+ transporting 4,protein-coding gene,gene with protein product,1q32.1,ATPases Ca2+ transporting,1209,817,1,q,32,1,,,
9914.0,ATPase secretory pathway Ca2+ transporting 2,protein-coding gene,gene with protein product,16q24.1,ATPases Ca2+ transporting,1209,29103,16,q,24,1,,,
498.0,"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle",protein-coding gene,gene with protein product,18q21,F-type ATPases|Mitochondrial complex V: ATP synthase subunits,416|644,823,18,q,21,,,,
645443.0,"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1 pseudogene 3",pseudogene,pseudogene,16q22.2,,,829,16,q,22,2,,,
100129782.0,"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1 pseudogene 4",pseudogene,pseudogene,14q23.2,,,23563,14,q,23,2,,,
506.0,"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide",protein-coding gene,gene with protein product,12p13.3,F-type ATPases|Mitochondrial complex V: ATP synthase subunits,416|644,830,12,p,13,3,,,
507.0,"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide pseudogene 1",pseudogene,pseudogene,2q11.2,,,831,2,q,11,2,,,
645560.0,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 pseudogene 1",pseudogene,pseudogene,14q22.2,,,834,14,q,22,2,,,
513.0,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit",protein-coding gene,gene with protein product,19p13.3,F-type ATPases|Mitochondrial complex V: ATP synthase subunits,416|644,837,19,p,13,3,,,
515.0,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1",protein-coding gene,gene with protein product,1p13.2,F-type ATPases|Mitochondrial complex V: ATP synthase subunits,416|644,840,1,p,13,2,,,
516.0,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C1 (subunit 9)",protein-coding gene,gene with protein product,17q21.32,F-type ATPases|Mitochondrial complex V: ATP synthase subunits,416|644,841,17,q,21,32,,,
517.0,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C2 (subunit 9)",protein-coding gene,gene with protein product,12q13.13,F-type ATPases|Mitochondrial complex V: ATP synthase subunits,416|644,842,12,q,13,13,,,
518.0,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)",protein-coding gene,gene with protein product,2q31.1,F-type ATPases|Mitochondrial complex V: ATP synthase subunits,416|644,843,2,q,31,1,,,
10476.0,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit D",protein-coding gene,gene with protein product,17q25,F-type ATPases|Mitochondrial complex V: ATP synthase subunits,416|644,845,17,q,25,,,,
521.0,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit E",protein-coding gene,gene with protein product,4p16.3,F-type ATPases|Mitochondrial complex V: ATP synthase subunits,416|644,846,4,p,16,3,,,
522.0,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6",protein-coding gene,gene with protein product,21q21.1,F-type ATPases|Mitochondrial complex V: ATP synthase subunits,416|644,847,21,q,21,1,,,
537.0,ATPase H+ transporting accessory protein 1,protein-coding gene,gene with protein product,Xq28,,,868,28,,28,,,,
529.0,ATPase H+ transporting V1 subunit E1,protein-coding gene,gene with protein product,22q11.2,V-type ATPases,415,857,22,q,11,2,,,
343515.0,ATPase H+ transporting V1 subunit E1 pseudogene 1,pseudogene,pseudogene,1p34.2,,,859,1,p,34,2,,,
9550.0,ATPase H+ transporting V1 subunit G1,protein-coding gene,gene with protein product,9q33.1,V-type ATPases,415,864,9,q,33,1,,,
534.0,ATPase H+ transporting V1 subunit G2,protein-coding gene,gene with protein product,6p21.3,V-type ATPases,415,862,6,p,21,3,,,
535.0,ATPase H+ transporting V0 subunit a1,protein-coding gene,gene with protein product,17q21,V-type ATPases,415,865,17,q,21,,,,
533.0,ATPase H+ transporting V0 subunit b,protein-coding gene,gene with protein product,1p32.3,V-type ATPases,415,861,1,p,32,3,,,
158381.0,"ATPase phospholipid transporting 8B5, pseudogene",pseudogene,pseudogene,9p13.3,ATPase phospholipid transporting,1210,27245,9,p,13,3,,,
93974.0,ATPase inhibitory factor 1,protein-coding gene,gene with protein product,1p35.3,Mitochondrial complex V: ATP synthase subunits,644,871,1,p,35,3,,,
8455.0,attractin,protein-coding gene,gene with protein product,20p13,,,885,20,p,13,,,,
546.0,alpha thalassemia/mental retardation syndrome X-linked,protein-coding gene,gene with protein product,Xq21.1,X-linked mental retardation|RNA helicases,103|1168,886,21,,21,1,,,
6315.0,ATXN8 opposite strand (non-protein coding),non-coding RNA,"RNA, long non-coding",13q21,Long non-coding RNAs,788,10561,13,q,21,,,,
25814.0,ataxin 10,protein-coding gene,gene with protein product,22q13,Ataxins,411,10549,22,q,13,,,,
549.0,AU RNA binding protein/enoyl-CoA hydratase,protein-coding gene,gene with protein product,9q22,,,890,9,q,22,,,,
