,Gene ID,hgnc_id,name,locus_group,locus_type,location,gene_family,gene_family_id,Start Chromossome,Start Chromossome Arm,Start Chromossome Loc,Start Chromossome SubLoc,End Chromossome Arm,End Chromossome Loc,End Chromossome SubLoc
193,374291,HGNC:7714,NADH:ubiquinone oxidoreductase core subunit S7,protein-coding gene,gene with protein product,19p13,NADH:ubiquinone oxidoreductase core subunits,1149,19,p,13,,,,
194,4535,HGNC:7455,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1,protein-coding gene,gene with protein product,mitochondria,NADH:ubiquinone oxidoreductase core subunits,1149,,,,,,,
195,4536,HGNC:7456,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2,protein-coding gene,gene with protein product,mitochondria,NADH:ubiquinone oxidoreductase core subunits,1149,,,,,,,
196,4537,HGNC:7458,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3,protein-coding gene,gene with protein product,mitochondria,NADH:ubiquinone oxidoreductase core subunits,1149,,,,,,,
197,4538,HGNC:7459,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4,protein-coding gene,gene with protein product,mitochondria,NADH:ubiquinone oxidoreductase core subunits,1149,,,,,,,
198,4540,HGNC:7461,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5,protein-coding gene,gene with protein product,mitochondria,NADH:ubiquinone oxidoreductase core subunits,1149,,,,,,,
199,4541,HGNC:7462,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6,protein-coding gene,gene with protein product,mitochondria,NADH:ubiquinone oxidoreductase core subunits,1149,,,,,,,
200,4570,HGNC:7493,mitochondrially encoded tRNA asparagine,non-coding RNA,"RNA, transfer",mitochondria,Mitochondrially encoded tRNAs,843,,,,,,,
201,4694,HGNC:7683,NADH:ubiquinone oxidoreductase subunit A1,protein-coding gene,gene with protein product,Xq24,NADH:ubiquinone oxidoreductase supernumerary subunits,1150,24,,24,,,,
202,4709,HGNC:7698,NADH:ubiquinone oxidoreductase subunit B3,protein-coding gene,gene with protein product,2q33.1,NADH:ubiquinone oxidoreductase supernumerary subunits,1150,2,q,33,1,,,
203,4715,HGNC:7704,NADH:ubiquinone oxidoreductase subunit B9,protein-coding gene,gene with protein product,8q24.13,LYR motif containing|NADH:ubiquinone oxidoreductase supernumerary subunits,635|1150,8,q,24,13,,,
204,4719,HGNC:7707,NADH:ubiquinone oxidoreductase core subunit S1,protein-coding gene,gene with protein product,2q33-q34,NADH:ubiquinone oxidoreductase core subunits,1149,2,q,33,,q,,
205,4720,HGNC:7708,NADH:ubiquinone oxidoreductase core subunit S2,protein-coding gene,gene with protein product,1q23.3,NADH:ubiquinone oxidoreductase core subunits,1149,1,q,23,3,,,
206,4722,HGNC:7710,NADH:ubiquinone oxidoreductase core subunit S3,protein-coding gene,gene with protein product,11p11.11,NADH:ubiquinone oxidoreductase core subunits,1149,11,p,11,11,,,
207,4723,HGNC:7716,NADH:ubiquinone oxidoreductase core subunit V1,protein-coding gene,gene with protein product,11q13,NADH:ubiquinone oxidoreductase core subunits,1149,11,q,13,,,,
208,4724,HGNC:7711,NADH:ubiquinone oxidoreductase subunit S4,protein-coding gene,gene with protein product,5q11.1,NADH:ubiquinone oxidoreductase supernumerary subunits,1150,5,q,11,1,,,
209,4726,HGNC:7713,NADH:ubiquinone oxidoreductase subunit S6,protein-coding gene,gene with protein product,5p15.33,NADH:ubiquinone oxidoreductase supernumerary subunits,1150,5,p,15,33,,,
210,4728,HGNC:7715,NADH:ubiquinone oxidoreductase core subunit S8,protein-coding gene,gene with protein product,11q13.2,NADH:ubiquinone oxidoreductase core subunits,1149,11,q,13,2,,,
211,4729,HGNC:7717,NADH:ubiquinone oxidoreductase core subunit V2,protein-coding gene,gene with protein product,18p11.22,NADH:ubiquinone oxidoreductase core subunits,1149,18,p,11,22,,,
212,51103,HGNC:18828,NADH:ubiquinone oxidoreductase complex assembly factor 1,protein-coding gene,gene with protein product,15q11.2-q21.3,Mitochondrial respiratory chain complex assembly factors,645,15,q,11,2,q,21,3
213,55572,HGNC:26927,FAD-dependent oxidoreductase domain containing 1,protein-coding gene,gene with protein product,11q24.2,,,11,q,24,2,,,
214,79133,HGNC:15899,NADH:ubiquinone oxidoreductase complex assembly factor 5,protein-coding gene,gene with protein product,20p12.1,Mitochondrial respiratory chain complex assembly factors,645,20,p,12,1,,,
215,80224,HGNC:20278,nucleotide binding protein like,protein-coding gene,gene with protein product,14q12,Mitochondrial respiratory chain complex assembly factors,645,14,q,12,,,,
216,91942,HGNC:28086,NADH:ubiquinone oxidoreductase complex assembly factor 2,protein-coding gene,gene with protein product,5q12.1,Mitochondrial respiratory chain complex assembly factors,645,5,q,12,1,,,
217,1012,HGNC:1753,cadherin 13,protein-coding gene,gene with protein product,16q23.3,Major cadherins,18,16,q,23,3,,,
218,10160,HGNC:3591,"FERM, ARH/RhoGEF and pleckstrin domain protein 1",protein-coding gene,gene with protein product,13q32.2,Pleckstrin homology domain containing|Protein phosphatase 1 regulatory subunits|Rho guanine nucleotide exchange factors,682|694|722,13,q,32,2,,,
219,10207,HGNC:28881,"PATJ, crumbs cell polarity complex component",protein-coding gene,gene with protein product,1p31,PDZ domain containing|Crumbs complex,1220|1223,1,p,31,,,,
220,10257,HGNC:55,ATP binding cassette subfamily C member 4,protein-coding gene,gene with protein product,13q31,ATP binding cassette subfamily C,807,13,q,31,,,,
221,105,HGNC:227,"adenosine deaminase, RNA specific B2 (inactive)",protein-coding gene,gene with protein product,10p15.3,,,10,p,15,3,,,
222,1080,HGNC:1884,cystic fibrosis transmembrane conductance regulator,protein-coding gene,gene with protein product,7q31.2,"Chloride channels, ATP-gated CFTR|ATP binding cassette subfamily C",309|807,7,q,31,2,,,
223,11278,HGNC:6346,Kruppel-like factor 12,protein-coding gene,gene with protein product,13q22,Zinc fingers C2H2-type|Kruppel-like transcription factors,28|624,13,q,22,,,,
224,1129,HGNC:1951,cholinergic receptor muscarinic 2,protein-coding gene,gene with protein product,7q35-q36,Cholinergic receptors muscarinic,180,7,q,35,,q,,
225,1138,HGNC:1959,cholinergic receptor nicotinic alpha 5 subunit,protein-coding gene,gene with protein product,15q24,Cholinergic receptors nicotinic subunits,173,15,q,24,,,,
226,114134,HGNC:15956,solute carrier family 2 member 13,protein-coding gene,gene with protein product,12q12,Solute carriers,752,12,q,12,,,,
227,114786,HGNC:29394,XK related 4,protein-coding gene,gene with protein product,8q12.1,XK related family,955,8,q,12,1,,,
228,114788,HGNC:19291,CUB and Sushi multiple domains 3,protein-coding gene,gene with protein product,8q23.3,Sushi domain containing,1179,8,q,23,3,,,
229,121601,HGNC:23837,anoctamin 4,protein-coding gene,gene with protein product,12q23.3,Anoctamins,865,12,q,23,3,,,
230,1268,HGNC:2159,cannabinoid receptor 1 (brain),protein-coding gene,gene with protein product,6q14-q15,Cannabinoid receptors,202,6,q,14,,q,,
231,140683,HGNC:16203,BPI fold containing family A member 2,protein-coding gene,gene with protein product,20q11.21,BPI fold containing,456,20,q,11,21,,,
232,140733,HGNC:16126,MACRO domain containing 2,protein-coding gene,gene with protein product,20p12.1,,,20,p,12,1,,,
233,143098,HGNC:26542,membrane palmitoylated protein 7,protein-coding gene,gene with protein product,10p12.1,Membrane-associated guanylate kinases|PDZ domain containing,904|1220,10,p,12,1,,,
234,143379,HGNC:28500,chromosome 10 open reading frame 82,protein-coding gene,gene with protein product,10q26.12,,,10,q,26,12,,,
235,143458,HGNC:27046,low density lipoprotein receptor class A domain containing 3,protein-coding gene,gene with protein product,11p13,,,11,p,13,,,,
236,143503,HGNC:15194,olfactory receptor family 51 subfamily E member 1,protein-coding gene,gene with protein product,11p15.4,"Olfactory receptors, family 51",164,11,p,15,4,,,
237,147685,HGNC:28642,chromosome 19 open reading frame 18,protein-coding gene,gene with protein product,19q13.43,,,19,q,13,43,,,
238,1565,HGNC:2625,cytochrome P450 family 2 subfamily D member 6,protein-coding gene,gene with protein product,22q13.1,Cytochrome P450 family 2,1001,22,q,13,1,,,
239,1653,HGNC:2734,DEAD/H-box helicase 1,protein-coding gene,gene with protein product,2p24,DEAD-box helicases,499,2,p,24,,,,
240,167465,HGNC:18316,zinc finger protein 366,protein-coding gene,gene with protein product,5q13.1,Zinc fingers C2H2-type,28,5,q,13,1,,,
241,1769,HGNC:2952,dynein axonemal heavy chain 8,protein-coding gene,gene with protein product,6p21.2,"Dyneins, axonemal",536,6,p,21,2,,,
242,1793,HGNC:2987,dedicator of cytokinesis 1,protein-coding gene,gene with protein product,10q26.13-q26.3,,,10,q,26,13,q,26,3
243,1813,HGNC:3023,dopamine receptor D2,protein-coding gene,gene with protein product,11q23.2,Dopamine receptors,181,11,q,23,2,,,
244,1826,HGNC:3039,Down syndrome cell adhesion molecule,protein-coding gene,gene with protein product,21q22.2-q22.3,Fibronectin type III domain containing|I-set domain containing|Immunoglobulin-like domain containing,555|593|594,21,q,22,2,q,22,3
245,1962,HGNC:3247,"enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase",protein-coding gene,gene with protein product,3q26.3-q28,,,3,q,26,3,q,,
246,2120,HGNC:3495,ETS variant 6,protein-coding gene,gene with protein product,12p13,ETS transcription factor family,534,12,p,13,,,,
247,2166,HGNC:3553,fatty acid amide hydrolase,protein-coding gene,gene with protein product,1p35-p34,,,1,p,35,,p,,
248,2272,HGNC:3701,fragile histidine triad,protein-coding gene,gene with protein product,3p14.2,,,3,p,14,2,,,
249,22925,HGNC:9042,phospholipase A2 receptor 1,protein-coding gene,gene with protein product,2q23-q24,C-type lectin domain family,494,2,q,23,,q,,
250,22998,HGNC:29191,LIM and calponin homology domains 1,protein-coding gene,gene with protein product,4p13,LIM domain containing,1218,4,p,13,,,,
251,23034,HGNC:23023,sterile alpha motif domain containing 4A,protein-coding gene,gene with protein product,14q22.2,Sterile alpha motif (SAM) domain containing,760,14,q,22,2,,,
252,23214,HGNC:19733,exportin 6,protein-coding gene,gene with protein product,16p11.2,Exportins,547,16,p,11,2,,,
253,23307,HGNC:23397,FK506 binding protein 15,protein-coding gene,gene with protein product,9q33.1,Protein phosphatase 1 regulatory subunits|FKBP prolyl isomerases,694|910,9,q,33,1,,,
254,23345,HGNC:17089,"spectrin repeat containing, nuclear envelope 1",protein-coding gene,gene with protein product,6q25.2,,,6,q,25,2,,,
255,253782,HGNC:23826,ceramide synthase 6,protein-coding gene,gene with protein product,2q31,CERS class homeoboxes,530,2,q,31,,,,
256,25807,HGNC:1308,rhomboid domain containing 3,protein-coding gene,gene with protein product,22q12.2,Rhomboid family,926,22,q,12,2,,,
257,259217,HGNC:19022,heat shock protein family A (Hsp70) member 12A,protein-coding gene,gene with protein product,10q25.3,Heat shock 70kDa proteins,583,10,q,25,3,,,
258,26230,HGNC:11806,T-cell lymphoma invasion and metastasis 2,protein-coding gene,gene with protein product,6q25,Pleckstrin homology domain containing|Rho guanine nucleotide exchange factors|PDZ domain containing,682|722|1220,6,q,25,,,,
259,27146,HGNC:29235,family with sequence similarity 184 member B,protein-coding gene,gene with protein product,4p16,,,4,p,16,,,,
260,2893,HGNC:4574,glutamate ionotropic receptor AMPA type subunit 4,protein-coding gene,gene with protein product,11q22,Glutamate ionotropic receptor AMPA type subunits,1200,11,q,22,,,,
261,2898,HGNC:4580,glutamate ionotropic receptor kainate type subunit 2,protein-coding gene,gene with protein product,6q16.3,Glutamate ionotropic receptor kainate type subunits,1199,6,q,16,3,,,
262,29119,HGNC:2511,catenin alpha 3,protein-coding gene,gene with protein product,10q21,,,10,q,21,,,,
263,29126,HGNC:17635,CD274 molecule,protein-coding gene,gene with protein product,9p24.1,CD molecules|Endogenous ligands|V-set domain containing|C2-set domain containing,471|542|590|592,9,p,24,1,,,
264,2915,HGNC:4597,glutamate metabotropic receptor 5,protein-coding gene,gene with protein product,11q14.3,Glutamate metabotropic receptors|Protein phosphatase 1 regulatory subunits,281|694,11,q,14,3,,,
265,2917,HGNC:4599,glutamate metabotropic receptor 7,protein-coding gene,gene with protein product,3p26-p25,Glutamate metabotropic receptors|Protein phosphatase 1 regulatory subunits,281|694,3,p,26,,p,,
266,29922,HGNC:20461,NME/NM23 family member 7,protein-coding gene,gene with protein product,1q24.2,NME/NM23 family,961,1,q,24,2,,,
267,344805,HGNC:30846,"transmembrane protease, serine 7",protein-coding gene,gene with protein product,3q13.2,"Proteases, serine",738,3,q,13,2,,,
268,3643,HGNC:6091,insulin receptor,protein-coding gene,gene with protein product,19p13.3-p13.2,Receptor Tyrosine Kinases|CD molecules|Fibronectin type III domain containing,321|471|555,19,p,13,3,p,13,2
269,3899,HGNC:6473,AF4/FMR2 family member 3,protein-coding gene,gene with protein product,2q11.2-q12,AF4/FMR2 family,1145,2,q,11,2,q,,
270,3983,HGNC:78,actin binding LIM protein 1,protein-coding gene,gene with protein product,10q25,LIM domain containing,1218,10,q,25,,,,
271,401207,HGNC:40051,chromosome 5 open reading frame 63,protein-coding gene,gene with protein product,5q23.2,,,5,q,23,2,,,
272,4482,HGNC:7377,methionine sulfoxide reductase A,protein-coding gene,gene with protein product,8p23.1,,,8,p,23,1,,,
273,4646,HGNC:7605,myosin VI,protein-coding gene,gene with protein product,6q14.1,"Myosins, class VI",1101,6,q,14,1,,,
274,481,HGNC:804,ATPase Na+/K+ transporting subunit beta 1,protein-coding gene,gene with protein product,1q24.2,ATPase Na+/K+ transporting subunits,1208,1,q,24,2,,,
275,4852,HGNC:7955,neuropeptide Y,protein-coding gene,gene with protein product,7p15.3,Endogenous ligands,542,7,p,15,3,,,
276,4897,HGNC:7994,neuronal cell adhesion molecule,protein-coding gene,gene with protein product,7q31,Fibronectin type III domain containing|I-set domain containing|Immunoglobulin-like domain containing,555|593|594,7,q,31,,,,
277,4985,HGNC:8153,opioid receptor delta 1,protein-coding gene,gene with protein product,1p36.1-p34.3,Opioid receptors,245,1,p,36,1,p,34,3
278,5087,HGNC:8632,pre-B-cell leukemia homeobox 1,protein-coding gene,gene with protein product,1q23.3,TALE class homeoboxes and pseudogenes,526,1,q,23,3,,,
279,51082,HGNC:20422,polymerase (RNA) I subunit D,protein-coding gene,gene with protein product,13q12.2,RNA polymerase subunits,726,13,q,12,2,,,
280,51151,HGNC:16472,solute carrier family 45 member 2,protein-coding gene,gene with protein product,5p13.3,Solute carriers,752,5,p,13,3,,,
281,5137,HGNC:8776,phosphodiesterase 1C,protein-coding gene,gene with protein product,7p15.1-p14.3,Phosphodiesterases,681,7,p,15,1,p,14,3
282,51660,HGNC:21606,mitochondrial pyruvate carrier 1,protein-coding gene,gene with protein product,6q27,,,6,q,27,,,,
283,5366,HGNC:9108,phorbol-12-myristate-13-acetate-induced protein 1,protein-coding gene,gene with protein product,18q21.32,,,18,q,21,32,,,
284,54927,HGNC:21906,coiled-coil-helix-coiled-coil-helix domain containing 3,protein-coding gene,gene with protein product,7q33,Coiled-coil-helix-coiled-coil-helix domain containing|Protein phosphatase 1 regulatory subunits,489|694,7,q,33,,,,
285,55198,HGNC:18242,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2",protein-coding gene,gene with protein product,12q23.3,Pleckstrin homology domain containing,682,12,q,23,3,,,
286,55297,HGNC:24855,coiled-coil domain containing 91,protein-coding gene,gene with protein product,12p11.22,,,12,p,11,22,,,
287,55690,HGNC:30032,phosphofurin acidic cluster sorting protein 1,protein-coding gene,gene with protein product,11q13.1-q13.2,,,11,q,13,1,q,13,2
288,55691,HGNC:25491,FERM domain containing 4A,protein-coding gene,gene with protein product,10p14,,,10,p,14,,,,
289,55717,HGNC:13831,WD repeat domain 11,protein-coding gene,gene with protein product,10q26,WD repeat domain containing,362,10,q,26,,,,
290,55742,HGNC:14652,parvin alpha,protein-coding gene,gene with protein product,11p15.3,Parvins,673,11,p,15,3,,,
291,5581,HGNC:9401,protein kinase C epsilon,protein-coding gene,gene with protein product,2p21,C2 domain containing protein kinases,835,2,p,21,,,,
292,5583,HGNC:9403,protein kinase C eta,protein-coding gene,gene with protein product,14q23.1,C2 domain containing protein kinases,835,14,q,23,1,,,
293,55930,HGNC:7604,myosin VC,protein-coding gene,gene with protein product,15q21.2,"Myosins, class V",1100,15,q,21,2,,,
294,57451,HGNC:29943,teneurin transmembrane protein 2,protein-coding gene,gene with protein product,5q35,,,5,q,35,,,,
295,5768,HGNC:9756,quiescin sulfhydryl oxidase 1,protein-coding gene,gene with protein product,1q24,,,1,q,24,,,,
296,57733,HGNC:19069,glucosylceramidase beta 3 (gene/pseudogene),protein-coding gene,gene with protein product,4p15.2,,,4,p,15,2,,,
297,5890,HGNC:9822,RAD51 paralog B,protein-coding gene,gene with protein product,14q23-q24.2,,,14,q,23,2,q,24,2
298,64131,HGNC:15516,xylosyltransferase 1,protein-coding gene,gene with protein product,16p12,Glucosaminyl (N-acetyl) transferases/xylosyltransferases,441,16,p,12,,,,
299,64866,HGNC:24357,CUB domain containing protein 1,protein-coding gene,gene with protein product,3p21.3,CD molecules,471,3,p,21,3,,,
300,65217,HGNC:14674,protocadherin-related 15,protein-coding gene,gene with protein product,10q21.1,Cadherin-related,24,10,q,21,1,,,
