Gene ID,hgnc_id,name,locus_group,locus_type,location,gene_family,gene_family_id
114134,HGNC:15956,solute carrier family 2 member 13,protein-coding gene,gene with protein product,12q12,Solute carriers,752
114786,HGNC:29394,XK related 4,protein-coding gene,gene with protein product,8q12.1,XK related family,955
114788,HGNC:19291,CUB and Sushi multiple domains 3,protein-coding gene,gene with protein product,8q23.3,Sushi domain containing,1179
121601,HGNC:23837,anoctamin 4,protein-coding gene,gene with protein product,12q23.3,Anoctamins,865
1268,HGNC:2159,cannabinoid receptor 1 (brain),protein-coding gene,gene with protein product,6q14-q15,Cannabinoid receptors,202
140683,HGNC:16203,BPI fold containing family A member 2,protein-coding gene,gene with protein product,20q11.21,BPI fold containing,456
140733,HGNC:16126,MACRO domain containing 2,protein-coding gene,gene with protein product,20p12.1,,
143098,HGNC:26542,membrane palmitoylated protein 7,protein-coding gene,gene with protein product,10p12.1,Membrane-associated guanylate kinases|PDZ domain containing,904|1220
143379,HGNC:28500,chromosome 10 open reading frame 82,protein-coding gene,gene with protein product,10q26.12,,
143458,HGNC:27046,low density lipoprotein receptor class A domain containing 3,protein-coding gene,gene with protein product,11p13,,
143503,HGNC:15194,olfactory receptor family 51 subfamily E member 1,protein-coding gene,gene with protein product,11p15.4,"Olfactory receptors, family 51",164
147685,HGNC:28642,chromosome 19 open reading frame 18,protein-coding gene,gene with protein product,19q13.43,,
1565,HGNC:2625,cytochrome P450 family 2 subfamily D member 6,protein-coding gene,gene with protein product,22q13.1,Cytochrome P450 family 2,1001
1653,HGNC:2734,DEAD/H-box helicase 1,protein-coding gene,gene with protein product,2p24,DEAD-box helicases,499
167465,HGNC:18316,zinc finger protein 366,protein-coding gene,gene with protein product,5q13.1,Zinc fingers C2H2-type,28
1769,HGNC:2952,dynein axonemal heavy chain 8,protein-coding gene,gene with protein product,6p21.2,"Dyneins, axonemal",536
1793,HGNC:2987,dedicator of cytokinesis 1,protein-coding gene,gene with protein product,10q26.13-q26.3,,
1813,HGNC:3023,dopamine receptor D2,protein-coding gene,gene with protein product,11q23.2,Dopamine receptors,181
1826,HGNC:3039,Down syndrome cell adhesion molecule,protein-coding gene,gene with protein product,21q22.2-q22.3,Fibronectin type III domain containing|I-set domain containing|Immunoglobulin-like domain containing,555|593|594
1962,HGNC:3247,"enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase",protein-coding gene,gene with protein product,3q26.3-q28,,
2120,HGNC:3495,ETS variant 6,protein-coding gene,gene with protein product,12p13,ETS transcription factor family,534
2166,HGNC:3553,fatty acid amide hydrolase,protein-coding gene,gene with protein product,1p35-p34,,
2272,HGNC:3701,fragile histidine triad,protein-coding gene,gene with protein product,3p14.2,,
22925,HGNC:9042,phospholipase A2 receptor 1,protein-coding gene,gene with protein product,2q23-q24,C-type lectin domain family,494
22998,HGNC:29191,LIM and calponin homology domains 1,protein-coding gene,gene with protein product,4p13,LIM domain containing,1218
23034,HGNC:23023,sterile alpha motif domain containing 4A,protein-coding gene,gene with protein product,14q22.2,Sterile alpha motif (SAM) domain containing,760
23214,HGNC:19733,exportin 6,protein-coding gene,gene with protein product,16p11.2,Exportins,547
23307,HGNC:23397,FK506 binding protein 15,protein-coding gene,gene with protein product,9q33.1,Protein phosphatase 1 regulatory subunits|FKBP prolyl isomerases,694|910
23345,HGNC:17089,"spectrin repeat containing, nuclear envelope 1",protein-coding gene,gene with protein product,6q25.2,,
253782,HGNC:23826,ceramide synthase 6,protein-coding gene,gene with protein product,2q31,CERS class homeoboxes,530
25807,HGNC:1308,rhomboid domain containing 3,protein-coding gene,gene with protein product,22q12.2,Rhomboid family,926
259217,HGNC:19022,heat shock protein family A (Hsp70) member 12A,protein-coding gene,gene with protein product,10q25.3,Heat shock 70kDa proteins,583
26230,HGNC:11806,T-cell lymphoma invasion and metastasis 2,protein-coding gene,gene with protein product,6q25,Pleckstrin homology domain containing|Rho guanine nucleotide exchange factors|PDZ domain containing,682|722|1220
27146,HGNC:29235,family with sequence similarity 184 member B,protein-coding gene,gene with protein product,4p16,,
2893,HGNC:4574,glutamate ionotropic receptor AMPA type subunit 4,protein-coding gene,gene with protein product,11q22,Glutamate ionotropic receptor AMPA type subunits,1200
2898,HGNC:4580,glutamate ionotropic receptor kainate type subunit 2,protein-coding gene,gene with protein product,6q16.3,Glutamate ionotropic receptor kainate type subunits,1199
29119,HGNC:2511,catenin alpha 3,protein-coding gene,gene with protein product,10q21,,
29126,HGNC:17635,CD274 molecule,protein-coding gene,gene with protein product,9p24.1,CD molecules|Endogenous ligands|V-set domain containing|C2-set domain containing,471|542|590|592
2915,HGNC:4597,glutamate metabotropic receptor 5,protein-coding gene,gene with protein product,11q14.3,Glutamate metabotropic receptors|Protein phosphatase 1 regulatory subunits,281|694
2917,HGNC:4599,glutamate metabotropic receptor 7,protein-coding gene,gene with protein product,3p26-p25,Glutamate metabotropic receptors|Protein phosphatase 1 regulatory subunits,281|694
29922,HGNC:20461,NME/NM23 family member 7,protein-coding gene,gene with protein product,1q24.2,NME/NM23 family,961
344805,HGNC:30846,"transmembrane protease, serine 7",protein-coding gene,gene with protein product,3q13.2,"Proteases, serine",738
3643,HGNC:6091,insulin receptor,protein-coding gene,gene with protein product,19p13.3-p13.2,Receptor Tyrosine Kinases|CD molecules|Fibronectin type III domain containing,321|471|555
3899,HGNC:6473,AF4/FMR2 family member 3,protein-coding gene,gene with protein product,2q11.2-q12,AF4/FMR2 family,1145
3983,HGNC:78,actin binding LIM protein 1,protein-coding gene,gene with protein product,10q25,LIM domain containing,1218
401207,HGNC:40051,chromosome 5 open reading frame 63,protein-coding gene,gene with protein product,5q23.2,,
4482,HGNC:7377,methionine sulfoxide reductase A,protein-coding gene,gene with protein product,8p23.1,,
4646,HGNC:7605,myosin VI,protein-coding gene,gene with protein product,6q14.1,"Myosins, class VI",1101
481,HGNC:804,ATPase Na+/K+ transporting subunit beta 1,protein-coding gene,gene with protein product,1q24.2,ATPase Na+/K+ transporting subunits,1208
4852,HGNC:7955,neuropeptide Y,protein-coding gene,gene with protein product,7p15.3,Endogenous ligands,542
4897,HGNC:7994,neuronal cell adhesion molecule,protein-coding gene,gene with protein product,7q31,Fibronectin type III domain containing|I-set domain containing|Immunoglobulin-like domain containing,555|593|594
4985,HGNC:8153,opioid receptor delta 1,protein-coding gene,gene with protein product,1p36.1-p34.3,Opioid receptors,245
5087,HGNC:8632,pre-B-cell leukemia homeobox 1,protein-coding gene,gene with protein product,1q23.3,TALE class homeoboxes and pseudogenes,526
51082,HGNC:20422,polymerase (RNA) I subunit D,protein-coding gene,gene with protein product,13q12.2,RNA polymerase subunits,726
51151,HGNC:16472,solute carrier family 45 member 2,protein-coding gene,gene with protein product,5p13.3,Solute carriers,752
5137,HGNC:8776,phosphodiesterase 1C,protein-coding gene,gene with protein product,7p15.1-p14.3,Phosphodiesterases,681
51660,HGNC:21606,mitochondrial pyruvate carrier 1,protein-coding gene,gene with protein product,6q27,,
5366,HGNC:9108,phorbol-12-myristate-13-acetate-induced protein 1,protein-coding gene,gene with protein product,18q21.32,,
54927,HGNC:21906,coiled-coil-helix-coiled-coil-helix domain containing 3,protein-coding gene,gene with protein product,7q33,Coiled-coil-helix-coiled-coil-helix domain containing|Protein phosphatase 1 regulatory subunits,489|694
55198,HGNC:18242,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2",protein-coding gene,gene with protein product,12q23.3,Pleckstrin homology domain containing,682
55297,HGNC:24855,coiled-coil domain containing 91,protein-coding gene,gene with protein product,12p11.22,,
55690,HGNC:30032,phosphofurin acidic cluster sorting protein 1,protein-coding gene,gene with protein product,11q13.1-q13.2,,
55691,HGNC:25491,FERM domain containing 4A,protein-coding gene,gene with protein product,10p14,,
55717,HGNC:13831,WD repeat domain 11,protein-coding gene,gene with protein product,10q26,WD repeat domain containing,362
55742,HGNC:14652,parvin alpha,protein-coding gene,gene with protein product,11p15.3,Parvins,673
5581,HGNC:9401,protein kinase C epsilon,protein-coding gene,gene with protein product,2p21,C2 domain containing protein kinases,835
5583,HGNC:9403,protein kinase C eta,protein-coding gene,gene with protein product,14q23.1,C2 domain containing protein kinases,835
55930,HGNC:7604,myosin VC,protein-coding gene,gene with protein product,15q21.2,"Myosins, class V",1100
57451,HGNC:29943,teneurin transmembrane protein 2,protein-coding gene,gene with protein product,5q35,,
5768,HGNC:9756,quiescin sulfhydryl oxidase 1,protein-coding gene,gene with protein product,1q24,,
57733,HGNC:19069,glucosylceramidase beta 3 (gene/pseudogene),protein-coding gene,gene with protein product,4p15.2,,
5890,HGNC:9822,RAD51 paralog B,protein-coding gene,gene with protein product,14q23-q24.2,,
64131,HGNC:15516,xylosyltransferase 1,protein-coding gene,gene with protein product,16p12,Glucosaminyl (N-acetyl) transferases/xylosyltransferases,441
64866,HGNC:24357,CUB domain containing protein 1,protein-coding gene,gene with protein product,3p21.3,CD molecules,471
65217,HGNC:14674,protocadherin-related 15,protein-coding gene,gene with protein product,10q21.1,Cadherin-related,24
6532,HGNC:11050,solute carrier family 6 member 4,protein-coding gene,gene with protein product,17q11.2,Solute carriers,752
6555,HGNC:10906,solute carrier family 10 member 2,protein-coding gene,gene with protein product,13q33,Solute carriers,752
6581,HGNC:10967,solute carrier family 22 member 3,protein-coding gene,gene with protein product,6q25.3,Solute carriers,752
7260,HGNC:12383,tumor suppressing subtransferable candidate 1,protein-coding gene,gene with protein product,2p25.3,WD repeat domain containing,362
79632,HGNC:20991,family with sequence similarity 184 member A,protein-coding gene,gene with protein product,6q22.31,,
79750,HGNC:26191,zinc finger protein 385D,protein-coding gene,gene with protein product,3p24.3,,
79809,HGNC:25660,tetratricopeptide repeat domain 21B,protein-coding gene,gene with protein product,2q24.3,Intraflagellar transport proteins|Tetratricopeptide repeat domain containing,615|769
79875,HGNC:25835,thrombospondin type 1 domain containing 4,protein-coding gene,gene with protein product,15q23,ADAMTS-like,947
80031,HGNC:16770,semaphorin 6D,protein-coding gene,gene with protein product,15q21.1,Semaphorins,736
80034,HGNC:30729,cysteine and serine rich nuclear protein 3,protein-coding gene,gene with protein product,2q24.3,Protein phosphatase 1 regulatory subunits,694
80095,HGNC:25879,zinc finger protein 606,protein-coding gene,gene with protein product,19q13.43,Zinc fingers C2H2-type,28
80206,HGNC:26178,formin homology 2 domain containing 3,protein-coding gene,gene with protein product,18q12,,
8048,HGNC:2472,cysteine and glycine rich protein 3,protein-coding gene,gene with protein product,11p15.1,LIM domain containing,1218
81035,HGNC:16016,collectin subfamily member 12,protein-coding gene,gene with protein product,18p11.32,Collectins,491
83938,HGNC:23405,chromosome 10 open reading frame 11,protein-coding gene,gene with protein product,10q22.3,,
8412,HGNC:973,breast cancer anti-estrogen resistance 3,protein-coding gene,gene with protein product,1p22.1,SH2 domain containing,741
84247,HGNC:13343,"leucine zipper, down-regulated in cancer 1-like",protein-coding gene,gene with protein product,22q13.3,,
84668,HGNC:24587,family with sequence similarity 126 member A,protein-coding gene,gene with protein product,7p15.3,,
84871,HGNC:25892,ATP/GTP binding protein-like 4,protein-coding gene,gene with protein product,1p33,,
8569,HGNC:7110,MAP kinase interacting serine/threonine kinase 1,protein-coding gene,gene with protein product,1p33,mitogen-activated protein kinase-activated protein kinases,1156
9128,HGNC:17349,pre-mRNA processing factor 4,protein-coding gene,gene with protein product,9q31-q33,WD repeat domain containing,362
91752,HGNC:21711,zinc finger protein 804A,protein-coding gene,gene with protein product,2q32.1,,
9271,HGNC:9007,piwi like RNA-mediated gene silencing 1,protein-coding gene,gene with protein product,12q24.33,Argonaute/PIWI family,408
93664,HGNC:16018,Ca2+ dependent secretion activator 2,protein-coding gene,gene with protein product,7q31.32,Pleckstrin homology domain containing|C2 domain containing,682|823
9369,HGNC:8010,neurexin 3,protein-coding gene,gene with protein product,14q31,,
9465,HGNC:377,A-kinase anchoring protein 7,protein-coding gene,gene with protein product,6q23.2,A-kinase anchoring proteins,396
9547,HGNC:10640,C-X-C motif chemokine ligand 14,protein-coding gene,gene with protein product,5q31,Chemokine ligands,483
9557,HGNC:1916,chromodomain helicase DNA binding protein 1-like,protein-coding gene,gene with protein product,1q21.1,,
9748,HGNC:11088,STE20 like kinase,protein-coding gene,gene with protein product,10q25.1,,
2056,HGNC:3415,erythropoietin,protein-coding gene,gene with protein product,7q21,Endogenous ligands,542
2539,HGNC:4057,glucose-6-phosphate dehydrogenase,protein-coding gene,gene with protein product,Xq28,,
2729,HGNC:4311,glutamate-cysteine ligase catalytic subunit,protein-coding gene,gene with protein product,6p12,,
2821,HGNC:4458,glucose-6-phosphate isomerase,protein-coding gene,gene with protein product,19q13.1,,
2936,HGNC:4623,glutathione reductase,protein-coding gene,gene with protein product,8p21.1,,
3043,HGNC:4827,hemoglobin subunit beta,protein-coding gene,gene with protein product,11p15.5,Hemoglobin subunits,940
3162,HGNC:5013,heme oxygenase 1,protein-coding gene,gene with protein product,22q12,,
3440,HGNC:5423,"interferon, alpha 2",protein-coding gene,gene with protein product,9p22,Interferons,598
3704,HGNC:6176,inosine triphosphatase,protein-coding gene,gene with protein product,20p,,
6521,HGNC:11027,solute carrier family 4 member 1 (Diego blood group),protein-coding gene,gene with protein product,17q21.31,Blood group antigens|CD molecules|Solute carriers,454|471|752
6710,HGNC:11274,"spectrin beta, erythrocytic",protein-coding gene,gene with protein product,14q23.3,Pleckstrin homology domain containing|Spectrins,682|1113
